CUSTOM_NODE,FUEL_TYPE,START_YEAR,END_YEAR,CAPACITY
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNAC,OCG,2015,2045,11.48
IDNBA,OCG,2007,2037,3.45
IDNBA,OCG,2010,2040,406.68
IDNBA,OCG,2014,2044,146.4
IDNBB,OCG,2016,2046,37.5
IDNBB,OCG,2016,2046,37.5
IDNBT,OCG,1996,2026,9.05
IDNBT,OCG,1996,2026,9.05
IDNBT,OCG,2008,2038,11.08
IDNBT,OCG,2008,2038,10.16
IDNBT,OCG,2012,2042,6.19
IDNBT,OCG,2012,2042,6.19
IDNBT,OCG,2012,2042,6.19
IDNBT,OCG,2012,2042,6.19
IDNBT,OCG,2014,2044,184.69
IDNBT,OCG,2014,2044,184.69
IDNJA,OCG,2006,2036,2.94
IDNJA,OCG,2006,2036,3.45
IDNJA,OCG,2006,2036,3.45
IDNJA,OCG,2006,2036,3.45
IDNJA,OCG,2006,2036,3.45
IDNJA,OCG,2006,2036,2.94
IDNJA,OCG,2009,2039,1.56
IDNJA,OCG,2011,2041,15.33
IDNJA,OCG,2011,2041,127.74
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2013,2043,12.77
IDNJA,OCG,2016,2046,63.87
IDNJA,OCG,2016,2046,1.28
IDNJB,OCG,1979,2009,22.94
IDNJB,OCG,1991,2021,53.53
IDNJB,OCG,1991,2021,53.53
IDNJB,OCG,1995,2025,58.64
IDNJB,OCG,1996,2026,22.33
IDNJB,OCG,1996,2026,22.33
IDNJB,OCG,1996,2026,22.33
IDNJB,OCG,1996,2026,22.33
IDNJB,OCG,1996,2026,22.29
IDNJB,OCG,1996,2026,22.29
IDNJB,OCG,1996,2026,22.29
IDNJB,OCG,1997,2027,63.48
IDNJB,OCG,1997,2027,63.48
IDNJB,OCG,1997,2027,221.78
IDNJB,OCG,1997,2027,221.78
IDNJB,OCG,1997,2027,38.24
IDNJB,OCG,1997,2027,38.24
IDNJB,OCG,1997,2027,49.71
IDNJB,OCG,2002,2032,18.35
IDNJB,OCG,2002,2032,29.23
IDNJB,OCG,2004,2034,229.43
IDNJB,OCG,2004,2034,229.43
IDNJB,OCG,2004,2034,229.43
IDNJB,OCG,2004,2034,229.43
IDNJB,OCG,2004,2034,229.43
IDNJB,OCG,2004,2034,229.43
IDNJB,OCG,2005,2035,22.94
IDNJB,OCG,2006,2036,56.59
IDNJB,OCG,2007,2037,10.71
IDNJB,OCG,2008,2038,6.97
IDNJB,OCG,2010,2040,1.53
IDNJB,OCG,2010,2040,1.53
IDNJB,OCG,2011,2041,1.53
IDNJB,OCG,2011,2041,1.53
IDNJB,OCG,2011,2041,1.53
IDNJB,OCG,2011,2041,1.53
IDNJB,OCG,2011,2041,1.53
IDNJB,OCG,2011,2041,1.53
IDNJB,OCG,2011,2041,11.01
IDNJB,OCG,2012,2042,2.29
IDNJB,OCG,2012,2042,2.29
IDNJI,OCG,1992,2022,60.37
IDNJI,OCG,1995,2025,6.62
IDNJI,OCG,1995,2025,6.62
IDNJI,OCG,1996,2026,7.57
IDNJI,OCG,1996,2026,7.57
IDNJI,OCG,1996,2026,6.62
IDNJI,OCG,1996,2026,6.62
IDNJI,OCG,2006,2036,34.68
IDNJI,OCG,2006,2036,34.68
IDNJI,OCG,2006,2036,34.68
IDNJI,OCG,2007,2037,11.03
IDNJI,OCG,2013,2043,3.23
IDNJI,OCG,2017,2047,34.68
IDNJI,OCG,2017,2047,2.52
IDNJI,OCG,2018,2048,39.72
IDNJI,OCG,2019,2049,5.52
IDNJI,OCG,2020,2050,788.14
IDNJK,OCG,1994,2024,5.46
IDNJK,OCG,1994,2024,5.46
IDNJK,OCG,1995,2025,40.52
IDNJK,OCG,1995,2025,40.52
IDNJK,OCG,1996,2026,40.52
IDNJK,OCG,1996,2026,40.52
IDNJK,OCG,1996,2026,27.01
IDNJK,OCG,2005,2035,31.47
IDNJK,OCG,2005,2035,31.47
IDNJK,OCG,2005,2035,31.47
IDNJK,OCG,2005,2035,7.43
IDNJK,OCG,2007,2037,7.43
IDNJK,OCG,2007,2037,8.1
IDNJK,OCG,2007,2037,8.1
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2009,2039,3.69
IDNJK,OCG,2012,2042,0.41
IDNJK,OCG,2020,2050,3.24
IDNJT,OCG,1976,2006,20.03
IDNJT,OCG,1976,2006,20.03
IDNJT,OCG,1978,2008,29
IDNJT,OCG,1984,2014,26
IDNKB,OCG,1998,2028,36.9
IDNKB,OCG,2016,2046,24.28
IDNKB,OCG,2017,2047,24.28
IDNKB,OCG,2017,2047,24.28
IDNKB,OCG,2017,2047,24.28
IDNKI,OCG,1985,2015,33.17
IDNKI,OCG,1989,2019,39.28
IDNKI,OCG,1997,2027,40.78
IDNKI,OCG,1998,2028,18.24
IDNKI,OCG,2002,2032,17.17
IDNKI,OCG,2002,2032,6.66
IDNKI,OCG,2002,2032,6.66
IDNKI,OCG,2002,2032,2.65
IDNKI,OCG,2002,2032,1.08
IDNKI,OCG,2003,2033,21.46
IDNKI,OCG,2004,2034,29.78
IDNKI,OCG,2004,2034,29.78
IDNKI,OCG,2004,2034,26.83
IDNKI,OCG,2004,2034,26.83
IDNKI,OCG,2009,2039,14.92
IDNKI,OCG,2010,2040,19.85
IDNKI,OCG,2010,2040,19.85
IDNKI,OCG,2012,2042,3.22
IDNKI,OCG,2012,2042,3.41
IDNKI,OCG,2013,2043,44
IDNKI,OCG,2013,2043,44
IDNKI,OCG,2013,2043,4.29
IDNKI,OCG,2017,2047,1.07
IDNKT,OCG,2017,2047,97.54
IDNKT,OCG,2020,2050,88.1
IDNKU,OCG,2017,2047,25.42
IDNKU,OCG,2019,2049,34.74
IDNKU,OCG,2019,2049,63.55
IDNLA,OCG,2018,2048,110.32
IDNLA,OCG,2020,2050,11.03
IDNMA,OCG,2001,2031,3.96
IDNMA,OCG,2001,2031,3.96
IDNMA,OCG,2001,2031,3.96
IDNMA,OCG,2001,2031,3.96
IDNMA,OCG,2001,2031,3.96
IDNMA,OCG,2001,2031,3.96
IDNMA,OCG,2020,2050,52.74
IDNMA,OCG,2020,2050,35.16
IDNMA,OCG,2020,2050,35.16
IDNNB,OCG,2016,2046,32.46
IDNNB,OCG,2016,2046,32.46
IDNNB,OCG,2018,2048,64.93
IDNNB,OCG,2019,2049,88.69
IDNNB,OCG,2020,2050,76.09
IDNNT,OCG,2019,2049,179.41
IDNPA,OCG,2017,2047,71.77
IDNPA,OCG,2019,2049,49.92
IDNPA,OCG,2019,2049,99.85
IDNPB,OCG,2011,2041,21.46
IDNPB,OCG,2011,2041,21.46
IDNPB,OCG,2012,2042,5.45
IDNPB,OCG,2013,2043,7.95
IDNPB,OCG,2013,2043,49.68
IDNRI,OCG,1977,2007,6.26
IDNRI,OCG,1978,2008,8.94
IDNRI,OCG,1978,2008,8.94
IDNRI,OCG,1978,2008,8.94
IDNRI,OCG,1978,2008,8.94
IDNRI,OCG,1978,2008,8.94
IDNRI,OCG,1979,2009,10.8
IDNRI,OCG,1988,2018,8.94
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1988,2018,9.31
IDNRI,OCG,1991,2021,10
IDNRI,OCG,1991,2021,10
IDNRI,OCG,1993,2023,10
IDNRI,OCG,1993,2023,10
IDNRI,OCG,1993,2023,8.94
IDNRI,OCG,1994,2024,12.29
IDNRI,OCG,1994,2024,2.24
IDNRI,OCG,1995,2025,12.29
IDNRI,OCG,1996,2026,6.71
IDNRI,OCG,1997,2027,6.71
IDNRI,OCG,1998,2028,14.57
IDNRI,OCG,2000,2030,37.25
IDNRI,OCG,2000,2030,37.25
IDNRI,OCG,2000,2030,37.25
IDNRI,OCG,2001,2031,8.94
IDNRI,OCG,2004,2034,10.24
IDNRI,OCG,2004,2034,10.24
IDNRI,OCG,2004,2034,1.04
IDNRI,OCG,2004,2034,2.24
IDNRI,OCG,2004,2034,2.61
IDNRI,OCG,2005,2035,6.71
IDNRI,OCG,2005,2035,7.45
IDNRI,OCG,2006,2036,8.94
IDNRI,OCG,2007,2037,6.33
IDNRI,OCG,2011,2041,1.64
IDNRI,OCG,2011,2041,0.71
IDNRI,OCG,2012,2042,8.94
IDNRI,OCG,2012,2042,1.06
IDNRI,OCG,2013,2043,42.09
IDNRI,OCG,2013,2043,6.15
IDNRI,OCG,2014,2044,14.9
IDNRI,OCG,2014,2044,14.9
IDNRI,OCG,2014,2044,2.46
IDNRI,OCG,2014,2044,18.63
IDNRI,OCG,2014,2044,1.15
IDNRI,OCG,2015,2045,0.07
IDNRI,OCG,2015,2045,0.37
IDNSA,OCG,2016,2046,126
IDNSB,OCG,2012,2042,64.05
IDNSG,OCG,2018,2048,83.83
IDNSG,OCG,2018,2048,13.97
IDNSS,OCG,1966,1996,11.49
IDNSS,OCG,1966,1996,11.49
IDNSS,OCG,1975,2005,13.79
IDNSS,OCG,1978,2008,13.79
IDNSS,OCG,1979,2009,19.4
IDNSS,OCG,1979,2009,19.4
IDNSS,OCG,1979,2009,19.4
IDNSS,OCG,1979,2009,17.84
IDNSS,OCG,1984,2014,16.55
IDNSS,OCG,1984,2014,16.55
IDNSS,OCG,1984,2014,16.55
IDNSS,OCG,1986,2016,32.27
IDNSS,OCG,1986,2016,32.27
IDNSS,OCG,1993,2023,24.18
IDNSS,OCG,2003,2033,18.39
IDNSS,OCG,2004,2034,12.87
IDNSS,OCG,2006,2036,10.48
IDNSS,OCG,2006,2036,4.32
IDNSS,OCG,2006,2036,4.32
IDNSS,OCG,2006,2036,4.32
IDNSS,OCG,2008,2038,11.03
IDNSS,OCG,2008,2038,11.03
IDNSS,OCG,2010,2040,2.76
IDNSS,OCG,2010,2040,2.76
IDNSS,OCG,2011,2041,21.14
IDNSS,OCG,2011,2041,34.02
IDNSS,OCG,2011,2041,27.58
IDNSS,OCG,2012,2042,1.95
IDNSS,OCG,2013,2043,29.88
IDNSS,OCG,2013,2043,29.88
IDNSS,OCG,2013,2043,6.44
IDNSS,OCG,2013,2043,6.44
IDNSS,OCG,2014,2044,45.97
IDNSS,OCG,2018,2048,22.06
IDNST,OCG,2015,2045,22
IDNST,OCG,2015,2045,22
IDNST,OCG,2015,2045,22
IDNSU,OCG,1968,1998,28.48
IDNSU,OCG,1974,2004,44.73
IDNSU,OCG,1975,2005,44.17
IDNSU,OCG,1976,2006,44.73
IDNSU,OCG,1976,2006,32.19
IDNSU,OCG,1976,2006,32.19
IDNSU,OCG,1977,2007,44.73
IDNSU,OCG,1977,2007,44.73
IDNSU,OCG,1983,2013,47.51
IDNSU,OCG,1983,2013,47.51
IDNSU,OCG,1988,2018,261.48
IDNSU,OCG,1990,2020,1.85
IDNSU,OCG,1990,2020,1.85
IDNSU,OCG,1990,2020,1.85
IDNSU,OCG,1998,2028,57.86
IDNSU,OCG,1998,2028,57.86
IDNSU,OCG,2014,2044,2.23
IDNSU,OCG,2015,2045,4.45
IDNSU,OCG,2015,2045,4.45
IDNSU,OCG,2015,2045,4.45
IDNSU,OCG,2016,2046,2.23
IDNSU,OCG,2019,2049,77.89
IDNSU,OCG,2020,2050,556.34
IDNAC,SPV,2020,2050,1
IDNBA,SPV,2020,2050,8
IDNBB,SPV,2020,2050,2
IDNBE,SPV,2020,2050,0
IDNBT,SPV,2020,2050,2
IDNGO,SPV,2020,2050,14
IDNJA,SPV,2020,2050,1
IDNJB,SPV,2020,2050,24
IDNJI,SPV,2020,2050,20
IDNJK,SPV,2020,2050,11
IDNJT,SPV,2020,2050,8
IDNKB,SPV,2020,2050,2
IDNKI,SPV,2020,2050,5
IDNKR,SPV,2020,2050,1
IDNKS,SPV,2020,2050,0
IDNKT,SPV,2020,2050,1
IDNKU,SPV,2020,2050,2
IDNLA,SPV,2020,2050,1
IDNMA,SPV,2020,2050,2
IDNMU,SPV,2020,2050,1
IDNNB,SPV,2020,2050,23
IDNNT,SPV,2020,2050,19
IDNPA,SPV,2020,2050,10
IDNPB,SPV,2020,2050,6
IDNRI,SPV,2020,2050,1
IDNSA,SPV,2020,2050,21
IDNSB,SPV,2020,2050,2
IDNSG,SPV,2020,2050,2
IDNSN,SPV,2020,2050,6
IDNSR,SPV,2020,2050,0
IDNSS,SPV,2020,2050,3
IDNST,SPV,2020,2050,0
IDNSU,SPV,2020,2050,2
IDNYO,SPV,2020,2050,0
IDNAC,WAS,2020,2050,0
IDNBA,WAS,2020,2050,0
IDNBB,WAS,2020,2050,5
IDNBE,WAS,2020,2050,0
IDNBT,WAS,2020,2050,0
IDNGO,WAS,2020,2050,0
IDNJA,WAS,2020,2050,0
IDNJB,WAS,2020,2050,14
IDNJI,WAS,2020,2050,14
IDNJK,WAS,2020,2050,0
IDNJT,WAS,2020,2050,1
IDNKB,WAS,2020,2050,0
IDNKI,WAS,2020,2050,0
IDNKR,WAS,2020,2050,0
IDNKS,WAS,2020,2050,0
IDNKT,WAS,2020,2050,0
IDNKU,WAS,2020,2050,0
IDNLA,WAS,2020,2050,0
IDNMA,WAS,2020,2050,0
IDNMU,WAS,2020,2050,0
IDNNB,WAS,2020,2050,0
IDNNT,WAS,2020,2050,0
IDNPA,WAS,2020,2050,0
IDNPB,WAS,2020,2050,0
IDNRI,WAS,2020,2050,0
IDNSA,WAS,2020,2050,0
IDNSB,WAS,2020,2050,0
IDNSG,WAS,2020,2050,0
IDNSN,WAS,2020,2050,0
IDNSR,WAS,2020,2050,0
IDNSS,WAS,2020,2050,0
IDNST,WAS,2020,2050,0
IDNSU,WAS,2020,2050,0
IDNYO,WAS,2020,2050,0
IDNSN,WON,1970,2000,75
IDNSN,WON,1970,2000,72
IDNSN,WON,2020,2050,153
IDNAC,COA,2021,2021,220
IDNBA,COA,2021,2021,426
IDNBB,COA,2021,2021,120
IDNBE,COA,2021,2021,230
IDNBT,COA,2021,2021,8575
IDNGO,COA,2021,2021,136
IDNJA,COA,2021,2021,20
IDNJB,COA,2021,2021,3010
IDNJI,COA,2021,2021,6265
IDNJK,COA,2021,2021,280
IDNJT,COA,2021,2021,6306
IDNKB,COA,2021,2021,436
IDNKI,COA,2021,2021,1000
IDNKR,COA,2021,2021,145
IDNKS,COA,2021,2021,671
IDNKT,COA,2021,2021,382
IDNKU,COA,2021,2021,22
IDNLA,COA,2021,2021,467
IDNMU,COA,2021,2021,14
IDNNB,COA,2021,2021,308
IDNNT,COA,2021,2021,78
IDNPA,COA,2021,2021,217
IDNPB,COA,2021,2021,12
IDNRI,COA,2021,2021,363
IDNSA,COA,2021,2021,200
IDNSB,COA,2021,2021,433
IDNSG,COA,2021,2021,233
IDNSN,COA,2021,2021,890
IDNSR,COA,2021,2021,60
IDNSS,COA,2021,2021,1340
IDNST,COA,2021,2021,1205
IDNSU,COA,2021,2021,1102
IDNAC,COA,2022,2022,220
IDNBA,COA,2022,2022,426
IDNBB,COA,2022,2022,120
IDNBE,COA,2022,2022,230
IDNBT,COA,2022,2022,8575
IDNGO,COA,2022,2022,136
IDNJA,COA,2022,2022,20
IDNJB,COA,2022,2022,3010
IDNJI,COA,2022,2022,6265
IDNJK,COA,2022,2022,280
IDNJT,COA,2022,2022,8272
IDNKB,COA,2022,2022,436
IDNKI,COA,2022,2022,1000
IDNKR,COA,2022,2022,145
IDNKS,COA,2022,2022,671
IDNKT,COA,2022,2022,382
IDNKU,COA,2022,2022,22
IDNLA,COA,2022,2022,467
IDNMU,COA,2022,2022,14
IDNNB,COA,2022,2022,308
IDNNT,COA,2022,2022,78
IDNPA,COA,2022,2022,217
IDNPB,COA,2022,2022,12
IDNRI,COA,2022,2022,363
IDNSA,COA,2022,2022,290
IDNSB,COA,2022,2022,433
IDNSG,COA,2022,2022,233
IDNSN,COA,2022,2022,890
IDNSR,COA,2022,2022,60
IDNSS,COA,2022,2022,1340
IDNST,COA,2022,2022,1205
IDNSU,COA,2022,2022,1102
IDNAC,COA,2023,2023,620
IDNBA,COA,2023,2023,426
IDNBB,COA,2023,2023,120
IDNBE,COA,2023,2023,230
IDNBT,COA,2023,2023,6697
IDNGO,COA,2023,2023,136
IDNJA,COA,2023,2023,20
IDNJB,COA,2023,2023,3010
IDNJI,COA,2023,2023,2846
IDNJK,COA,2023,2023,280
IDNJT,COA,2023,2023,8272
IDNKB,COA,2023,2023,436
IDNKI,COA,2023,2023,1000
IDNKR,COA,2023,2023,145
IDNKS,COA,2023,2023,541
IDNKT,COA,2023,2023,382
IDNKU,COA,2023,2023,22
IDNLA,COA,2023,2023,467
IDNMU,COA,2023,2023,14
IDNNB,COA,2023,2023,308
IDNNT,COA,2023,2023,128
IDNPA,COA,2023,2023,217
IDNPB,COA,2023,2023,12
IDNRI,COA,2023,2023,363
IDNSA,COA,2023,2023,340
IDNSB,COA,2023,2023,233
IDNSG,COA,2023,2023,233
IDNSN,COA,2023,2023,890
IDNSR,COA,2023,2023,60
IDNSS,COA,2023,2023,3010
IDNST,COA,2023,2023,1305
IDNSU,COA,2023,2023,1402
IDNAC,COA,2024,2024,620
IDNBA,COA,2024,2024,426
IDNBB,COA,2024,2024,120
IDNBE,COA,2024,2024,230
IDNBT,COA,2024,2024,6658
IDNGO,COA,2024,2024,136
IDNJA,COA,2024,2024,20
IDNJB,COA,2024,2024,3010
IDNJI,COA,2024,2024,2448
IDNJK,COA,2024,2024,280
IDNJT,COA,2024,2024,8272
IDNKB,COA,2024,2024,436
IDNKI,COA,2024,2024,1000
IDNKR,COA,2024,2024,145
IDNKS,COA,2024,2024,541
IDNKT,COA,2024,2024,382
IDNKU,COA,2024,2024,22
IDNLA,COA,2024,2024,467
IDNMU,COA,2024,2024,14
IDNNB,COA,2024,2024,308
IDNNT,COA,2024,2024,128
IDNPA,COA,2024,2024,217
IDNPB,COA,2024,2024,12
IDNRI,COA,2024,2024,363
IDNSA,COA,2024,2024,390
IDNSB,COA,2024,2024,233
IDNSG,COA,2024,2024,233
IDNSN,COA,2024,2024,890
IDNSR,COA,2024,2024,60
IDNSS,COA,2024,2024,3010
IDNST,COA,2024,2024,1305
IDNSU,COA,2024,2024,1402
IDNAC,COA,2025,2025,620
IDNBA,COA,2025,2025,426
IDNBB,COA,2025,2025,120
IDNBE,COA,2025,2025,230
IDNBT,COA,2025,2025,7658
IDNGO,COA,2025,2025,136
IDNJA,COA,2025,2025,0
IDNJB,COA,2025,2025,3010
IDNJI,COA,2025,2025,2050
IDNJK,COA,2025,2025,280
IDNJT,COA,2025,2025,8272
IDNKB,COA,2025,2025,436
IDNKI,COA,2025,2025,1000
IDNKR,COA,2025,2025,145
IDNKS,COA,2025,2025,537
IDNKT,COA,2025,2025,382
IDNKU,COA,2025,2025,22
IDNLA,COA,2025,2025,467
IDNMU,COA,2025,2025,14
IDNNB,COA,2025,2025,308
IDNNT,COA,2025,2025,128
IDNPA,COA,2025,2025,217
IDNPB,COA,2025,2025,12
IDNRI,COA,2025,2025,363
IDNSA,COA,2025,2025,390
IDNSB,COA,2025,2025,233
IDNSG,COA,2025,2025,233
IDNSN,COA,2025,2025,890
IDNSR,COA,2025,2025,60
IDNSS,COA,2025,2025,2903
IDNST,COA,2025,2025,1305
IDNSU,COA,2025,2025,1402
IDNAC,COA,2026,2026,620
IDNBA,COA,2026,2026,426
IDNBB,COA,2026,2026,120
IDNBE,COA,2026,2026,230
IDNBT,COA,2026,2026,8658
IDNGO,COA,2026,2026,136
IDNJA,COA,2026,2026,0
IDNJB,COA,2026,2026,3010
IDNJI,COA,2026,2026,2050
IDNJK,COA,2026,2026,280
IDNJT,COA,2026,2026,6952
IDNKB,COA,2026,2026,436
IDNKI,COA,2026,2026,1000
IDNKR,COA,2026,2026,145
IDNKS,COA,2026,2026,537
IDNKT,COA,2026,2026,382
IDNKU,COA,2026,2026,22
IDNLA,COA,2026,2026,467
IDNMU,COA,2026,2026,14
IDNNB,COA,2026,2026,308
IDNNT,COA,2026,2026,128
IDNPA,COA,2026,2026,217
IDNPB,COA,2026,2026,12
IDNRI,COA,2026,2026,363
IDNSA,COA,2026,2026,390
IDNSB,COA,2026,2026,233
IDNSG,COA,2026,2026,233
IDNSN,COA,2026,2026,890
IDNSR,COA,2026,2026,60
IDNSS,COA,2026,2026,2903
IDNST,COA,2026,2026,1305
IDNSU,COA,2026,2026,1402
IDNAC,COA,2027,2027,620
IDNBA,COA,2027,2027,426
IDNBB,COA,2027,2027,120
IDNBE,COA,2027,2027,230
IDNBT,COA,2027,2027,6389
IDNGO,COA,2027,2027,136
IDNJA,COA,2027,2027,0
IDNJB,COA,2027,2027,3005
IDNJI,COA,2027,2027,2050
IDNJK,COA,2027,2027,280
IDNJT,COA,2027,2027,6952
IDNKB,COA,2027,2027,436
IDNKI,COA,2027,2027,1000
IDNKR,COA,2027,2027,145
IDNKS,COA,2027,2027,534
IDNKT,COA,2027,2027,382
IDNKU,COA,2027,2027,22
IDNLA,COA,2027,2027,467
IDNMU,COA,2027,2027,2164
IDNNB,COA,2027,2027,308
IDNNT,COA,2027,2027,128
IDNPA,COA,2027,2027,217
IDNPB,COA,2027,2027,12
IDNRI,COA,2027,2027,363
IDNSA,COA,2027,2027,390
IDNSB,COA,2027,2027,131
IDNSG,COA,2027,2027,233
IDNSN,COA,2027,2027,846
IDNSR,COA,2027,2027,60
IDNSS,COA,2027,2027,2773
IDNST,COA,2027,2027,5635
IDNSU,COA,2027,2027,1402
IDNAC,COA,2028,2028,620
IDNBA,COA,2028,2028,426
IDNBB,COA,2028,2028,120
IDNBE,COA,2028,2028,230
IDNBT,COA,2028,2028,5051
IDNGO,COA,2028,2028,136
IDNJA,COA,2028,2028,0
IDNJB,COA,2028,2028,3005
IDNJI,COA,2028,2028,2050
IDNJK,COA,2028,2028,280
IDNJT,COA,2028,2028,6952
IDNKB,COA,2028,2028,436
IDNKI,COA,2028,2028,1000
IDNKR,COA,2028,2028,145
IDNKS,COA,2028,2028,534
IDNKT,COA,2028,2028,382
IDNKU,COA,2028,2028,22
IDNLA,COA,2028,2028,467
IDNMU,COA,2028,2028,2164
IDNNB,COA,2028,2028,308
IDNNT,COA,2028,2028,128
IDNPA,COA,2028,2028,217
IDNPB,COA,2028,2028,12
IDNRI,COA,2028,2028,363
IDNSA,COA,2028,2028,390
IDNSB,COA,2028,2028,29
IDNSG,COA,2028,2028,233
IDNSN,COA,2028,2028,846
IDNSR,COA,2028,2028,60
IDNSS,COA,2028,2028,2773
IDNST,COA,2028,2028,5635
IDNSU,COA,2028,2028,1172
IDNAC,COA,2029,2029,620
IDNBA,COA,2029,2029,426
IDNBB,COA,2029,2029,120
IDNBE,COA,2029,2029,230
IDNBT,COA,2029,2029,5051
IDNGO,COA,2029,2029,136
IDNJA,COA,2029,2029,0
IDNJB,COA,2029,2029,3005
IDNJI,COA,2029,2029,2050
IDNJK,COA,2029,2029,280
IDNJT,COA,2029,2029,6952
IDNKB,COA,2029,2029,436
IDNKI,COA,2029,2029,1000
IDNKR,COA,2029,2029,145
IDNKS,COA,2029,2029,501
IDNKT,COA,2029,2029,382
IDNKU,COA,2029,2029,22
IDNLA,COA,2029,2029,467
IDNMU,COA,2029,2029,2164
IDNNB,COA,2029,2029,308
IDNNT,COA,2029,2029,128
IDNPA,COA,2029,2029,217
IDNPB,COA,2029,2029,5
IDNRI,COA,2029,2029,363
IDNSA,COA,2029,2029,390
IDNSB,COA,2029,2029,29
IDNSG,COA,2029,2029,233
IDNSN,COA,2029,2029,846
IDNSR,COA,2029,2029,60
IDNSS,COA,2029,2029,2773
IDNST,COA,2029,2029,5635
IDNSU,COA,2029,2029,1172
IDNAC,COA,2030,2030,620
IDNBA,COA,2030,2030,45
IDNBB,COA,2030,2030,120
IDNBE,COA,2030,2030,230
IDNBT,COA,2030,2030,5051
IDNGO,COA,2030,2030,136
IDNJA,COA,2030,2030,0
IDNJB,COA,2030,2030,2675
IDNJI,COA,2030,2030,827
IDNJK,COA,2030,2030,280
IDNJT,COA,2030,2030,6292
IDNKB,COA,2030,2030,436
IDNKI,COA,2030,2030,1000
IDNKR,COA,2030,2030,145
IDNKS,COA,2030,2030,501
IDNKT,COA,2030,2030,262
IDNKU,COA,2030,2030,22
IDNLA,COA,2030,2030,267
IDNMU,COA,2030,2030,2164
IDNNB,COA,2030,2030,155
IDNNT,COA,2030,2030,128
IDNPA,COA,2030,2030,217
IDNPB,COA,2030,2030,2
IDNRI,COA,2030,2030,363
IDNSA,COA,2030,2030,390
IDNSB,COA,2030,2030,29
IDNSG,COA,2030,2030,233
IDNSN,COA,2030,2030,846
IDNSR,COA,2030,2030,60
IDNSS,COA,2030,2030,2283
IDNST,COA,2030,2030,5635
IDNSU,COA,2030,2030,1172
IDNAC,COA,2031,2031,620
IDNBA,COA,2031,2031,45
IDNBB,COA,2031,2031,120
IDNBE,COA,2031,2031,230
IDNBT,COA,2031,2031,3801
IDNGO,COA,2031,2031,136
IDNJA,COA,2031,2031,0
IDNJB,COA,2031,2031,2015
IDNJI,COA,2031,2031,0
IDNJK,COA,2031,2031,280
IDNJT,COA,2031,2031,5002
IDNKB,COA,2031,2031,436
IDNKI,COA,2031,2031,1000
IDNKR,COA,2031,2031,145
IDNKS,COA,2031,2031,272
IDNKT,COA,2031,2031,262
IDNKU,COA,2031,2031,22
IDNLA,COA,2031,2031,267
IDNMU,COA,2031,2031,2164
IDNNB,COA,2031,2031,155
IDNNT,COA,2031,2031,128
IDNPA,COA,2031,2031,217
IDNPB,COA,2031,2031,2
IDNRI,COA,2031,2031,177
IDNSA,COA,2031,2031,390
IDNSB,COA,2031,2031,29
IDNSG,COA,2031,2031,233
IDNSN,COA,2031,2031,846
IDNSR,COA,2031,2031,60
IDNSS,COA,2031,2031,2283
IDNST,COA,2031,2031,5635
IDNSU,COA,2031,2031,1172
IDNAC,COA,2032,2032,620
IDNBA,COA,2032,2032,45
IDNBB,COA,2032,2032,120
IDNBE,COA,2032,2032,230
IDNBT,COA,2032,2032,3141
IDNGO,COA,2032,2032,136
IDNJA,COA,2032,2032,0
IDNJB,COA,2032,2032,2015
IDNJI,COA,2032,2032,0
IDNJK,COA,2032,2032,280
IDNJT,COA,2032,2032,5002
IDNKB,COA,2032,2032,436
IDNKI,COA,2032,2032,780
IDNKR,COA,2032,2032,145
IDNKS,COA,2032,2032,268
IDNKT,COA,2032,2032,262
IDNKU,COA,2032,2032,22
IDNLA,COA,2032,2032,267
IDNMU,COA,2032,2032,2164
IDNNB,COA,2032,2032,155
IDNNT,COA,2032,2032,128
IDNPA,COA,2032,2032,217
IDNPB,COA,2032,2032,2
IDNRI,COA,2032,2032,67
IDNSA,COA,2032,2032,330
IDNSB,COA,2032,2032,29
