REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
SIMPLICITY,SUGFACTORY,SUGCAN,2,2036,7.52
SIMPLICITY,TD,SEC_EL,1,2036,1.0
SIMPLICITY,TD,SEC_EL,2,2036,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2037,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2037,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2037,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2037,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2037,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2037,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2037,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2037,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2037,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2037,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2037,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2037,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2037,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2037,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2037,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2037,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2037,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2037,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2037,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2037,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2037,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2037,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2037,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2037,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2037,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2037,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2037,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2037,1.0
SIMPLICITY,NGCC,GAS,1,2037,1.992
SIMPLICITY,NGCC,GAS,2,2037,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2037,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2037,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2037,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2037,7.52
SIMPLICITY,TD,SEC_EL,1,2037,1.0
SIMPLICITY,TD,SEC_EL,2,2037,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2038,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2038,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2038,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2038,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2038,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2038,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2038,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2038,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2038,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2038,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2038,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2038,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2038,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2038,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2038,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2038,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2038,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2038,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2038,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2038,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2038,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2038,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2038,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2038,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2038,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2038,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2038,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2038,1.0
SIMPLICITY,NGCC,GAS,1,2038,1.992
SIMPLICITY,NGCC,GAS,2,2038,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2038,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2038,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2038,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2038,7.52
SIMPLICITY,TD,SEC_EL,1,2038,1.0
SIMPLICITY,TD,SEC_EL,2,2038,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2039,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2039,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2039,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2039,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2039,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2039,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2039,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2039,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2039,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2039,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2039,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2039,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2039,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2039,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2039,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2039,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2039,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2039,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2039,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2039,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2039,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2039,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2039,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2039,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2039,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2039,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2039,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2039,1.0
SIMPLICITY,NGCC,GAS,1,2039,1.992
SIMPLICITY,NGCC,GAS,2,2039,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2039,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2039,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2039,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2039,7.52
SIMPLICITY,TD,SEC_EL,1,2039,1.0
SIMPLICITY,TD,SEC_EL,2,2039,1.0
SIMPLICITY,ETHPLANT,FEL1,1,2040,0.0251
SIMPLICITY,ETHPLANT,FEL1,2,2040,0.0251
SIMPLICITY,ETHPLANT,MOLASSES,1,2040,0.1519
SIMPLICITY,ETHPLANT,MOLASSES,2,2040,0.1519
SIMPLICITY,GRID_EXP,SEC_EL,1,2040,1.0
SIMPLICITY,GRID_EXP,SEC_EL,2,2040,1.0
SIMPLICITY,HYD2,RIVERWATER,1,2040,10.0
SIMPLICITY,HYD2,RIVERWATER,2,2040,10.0
SIMPLICITY,LNDFORCOV,LAND,1,2040,1.0
SIMPLICITY,LNDFORCOV,LAND,2,2040,1.0
SIMPLICITY,LNDSUGPL,LAND,1,2040,1.0
SIMPLICITY,LNDSUGPL,LAND,2,2040,1.0
SIMPLICITY,LNDSUGPLIR,DSL,1,2040,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,DSL,2,2040,0.021131999999999998
SIMPLICITY,LNDSUGPLIR,FEL1,1,2040,0.000515
SIMPLICITY,LNDSUGPLIR,FEL1,2,2040,0.000515
SIMPLICITY,LNDSUGPLIR,FER,1,2040,6.4e-05
SIMPLICITY,LNDSUGPLIR,FER,2,2040,6.4e-05
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,1,2040,1.0
SIMPLICITY,LNDSUGPLIR,LNDSUGCAN,2,2040,1.0
SIMPLICITY,LNDSUGPLIR,WATAGR,1,2040,0.634
SIMPLICITY,LNDSUGPLIR,WATAGR,2,2040,0.634
SIMPLICITY,LNDSUGPLRF,DSL,1,2040,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,DSL,2,2040,0.021131999999999998
SIMPLICITY,LNDSUGPLRF,FER,1,2040,6.4e-05
SIMPLICITY,LNDSUGPLRF,FER,2,2040,6.4e-05
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,1,2040,1.0
SIMPLICITY,LNDSUGPLRF,LNDSUGCAN,2,2040,1.0
SIMPLICITY,NGCC,GAS,1,2040,1.992
SIMPLICITY,NGCC,GAS,2,2040,1.992
SIMPLICITY,RIVWATAGR,WATIN,1,2040,1.0
SIMPLICITY,RIVWATAGR,WATIN,2,2040,1.0
SIMPLICITY,SUGFACTORY,SUGCAN,1,2040,7.52
SIMPLICITY,SUGFACTORY,SUGCAN,2,2040,7.52
SIMPLICITY,TD,SEC_EL,1,2040,1.0
SIMPLICITY,TD,SEC_EL,2,2040,1.0
